Artist,Avg Tickets,Gross Sales,Territory,Agency,Location
Ali Kolbert,,,non-exclusive,WME,
Ali Macofsky,,,Worldwide,WME,
Ali Siddiq,,,Worldwide,UTA - Comedy,
Ali Stroker,,,Worldwide,Gersh,
Ali Wong,"5,277","$324,612",Worldwide,UTA - Comedy,
Alice Bag Band,,,,Wired Tour Booking,
Alice Cooper,"2,511","$150,926",Worldwide ex. North America,UTA,
Alice Cooper,"2,517","$150,281",North America,Pinnacle Entertainment,
Alice Glass,411,"$9,799","Asia, Australia",WME,
Alice Glass,411,"$9,799",Worldwide,WME,
Alice Howe,,,North America,Fleming Artists,
Alice Howe with Special Guest Freebo,,,North America,Fleming Artists,
Alice In Chains,"4,680","$241,067",North America,ICM Partners,
Alice Ivy ,,,,TBA Agency,
Alice Merton,479,"$11,516",North America,Paradigm - NYC,
Alice Phoebe Lou,458,"$9,987",North America,APA,
Alice Russell,,,United Kingdom,UTA,
Alice Smith,540,"$19,559",Worldwide,APA,
Alice Wallace,,,North America,Dynamic Artists Management LLC,
Alicia Keys,,,"Australia, Asia",WME,
Alicia Keys,,,Europe,WME,
Alicia Keys,,,North America,WME,
Alicia Witt,91,"$2,050",North America,APA,
Alicia Witt,91,"$2,050",Worldwide,APA,
Alien Ant Farm,158,"$5,499",United States,TKO,
Alina Baraz,"1,042","$27,239","United States, Canada, Mexico",Paradigm - Beverly Hills,
Alingon Mitra,,,North America,Gersh,
Alisa Amador,,,Worldwide,The Roots Agency,
Alisha Marie,,,North America,United Talent Agency - Beverly Hills,
Alisha Marie,,,North America,UTA,
Alison Krauss,"3,859","$265,742",North America,Creative Artists Agency (Music),Los Angeles
Alison Krauss + Union Station feat. Jerry Douglas,,,North America,Creative Artists Agency (Music),Los Angeles
Alison Moyet,,,North America,ICM Partners,
Alison Sudol,,,"Canada, Mexico, United States",Arrival Artists,
Alison Wonderland,"3,553","$133,753","North America, South America",Paradigm - NYC,
Alison Wonderland,"3,553","$133,753","Worldwide ex. North America, Worldwide ex. North America, Worldwide ex. North America, Worldwide ex. North America",ICM Partners,
Alissia,,,United States,United Talent Agency - Beverly Hills,
Alissia,,,United States,UTA,
Alive In Barcelona,55,$566,United States,Dynamic Talent International,
Alix Perez,,,North America,United Talent Agency - Beverly Hills,
Alix Perez,,,North America,UTA,
Alkaline Trio,"2,085","$66,385",North America,APA,
ALL,,,North America,Paradigm - Beverly Hills,
All Day I Dream,,,"Australia, South America, North America, Asia",Creative Artists Agency (Music),Los Angeles
All Dogs,,,Worldwide,Ground Control Touring,
All Fantasy Everything,232,"$5,709",Worldwide,WME,
All Pigs Must Die,,,,HEAVY TALENT,
All That Remains,630,"$15,396",North America,Artist Group International,
All Them Witches,381,"$5,854",Worldwide ex. North America,UTA,
All Them Witches,381,"$5,854",North America,High Road Touring,
All Time Low,"2,920","$113,480",North America,Paradigm - NYC,
All Time Low,"2,920","$113,480",North America,Paradigm - Beverly Hills,
All Tvvins,338,"$8,739",Worldwide ex. North America,UTA,
All We Are,,,North America,ICM Partners,
All Your Sisters,,,,HEAVY TALENT,
All-4-One,,,non-exclusive,Universal Attractions Agency,
Allah-Las,403,"$9,052","United Kingdom, Europe",UTA,
Allah-Las,403,"$9,052","North America, South America",ICM Partners,
Allan Rayman,389,"$7,870",North America,United Talent Agency - Beverly Hills,
Allan Rayman,389,"$7,870",North America,UTA,
Allblack,289,"$5,131",Worldwide,ICM Partners,
Allen Stone,860,"$30,244",North America,WME,
Allie X,,,"Australia, Asia",WME,
Allie X,,,Europe,WME,
Allie X,,,North America,WME,
Allison Crutchfield,,,North America,Ground Control Touring,
Allison Crutchfield and the Fizz,,,North America,Ground Control Touring,
Allison Moorer,162,"$5,539",Worldwide,WME,
Allison Pierce,,,North America,APA,
Allman Brown,60,$725,Worldwide,UTA,
Allusinlove,,,North America,WME,
Allusinlove,,,North America,WME,
Ally Brooke,,,Worldwide,United Talent Agency - Beverly Hills,
Ally Brooke,,,Worldwide,UTA,
Ally Brooke,,,North America,CLG - Cara Lewis Group,
Alma,587,"$13,865",North America,Paradigm - Beverly Hills,
Almost Monday,,,North America,Paradigm - NYC,
Almost Monday,,,North America,Paradigm - Beverly Hills,
ALO,675,"$15,471",Worldwide,Partisan Arts,
Aloe Blacc,,,"Australia, Asia",WME,
Aloe Blacc,,,"Europe, United Kingdom",WME,
Aloe Blacc,,,North America,WME,
Alok,,,"Asia, Australia",WME,
Alok,,,North America,WME,
Alonzo Bodden,149,"$3,725",North America,ICM Partners,
Alonzo Bodden,149,"$3,725",North America,ICM Partners,
Alpha Blondy,526,"$20,910",United States,SEG - Sweetwine Ent'ment Group,
Alpha Wolf,710,"$8,899",North America,Sound Talent Group,
Alpine,,,Australia,WME,
Alpine,,,North America,WME,
ALRT,,,North America,United Talent Agency - Beverly Hills,
ALRT,,,North America,UTA,
Alt-J,"4,643","$223,480","South America, North America",Paradigm - Beverly Hills,
Altan,293,"$8,547",North America,SRO Artists,
Altarage,,,,HEAVY TALENT,
Alter Bridge,"2,826","$129,820",Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Alter Bridge,"2,826","$129,820",Worldwide ex. UK/Europe,UTA,
Alteras,,,United States,Dynamic Talent International,
Alternative Press Tour,,,North America,Paradigm - NYC,
Altin Gün,440,"$9,245","South America, Mexico, Canada, United States",Arrival Artists,
Altitudes & Attitude,141,"$1,326",United States,TKO,
Alton Brown,,,Asia,WME,
Alton Brown,,,North America,WME,
"Alton Brown - ""Good Eats Live""",,,Worldwide,WME,
Alton Brown - Edible Inevitable Tour,,,North America,WME,
"Alton Brown Live ""Beyond The Eats""",,,Worldwide,WME,
Altopalo,221,"$4,585",North America,ICM Partners,
Alukah,57,$588,United States,Dynamic Talent International,
Aluna,,,Worldwide,ICM Partners,
AlunaGeorge,510,"$12,750",Worldwide,ICM Partners,
Alvarez Kings,,,Worldwide,FATA Booking Agency,
Alvvays ,,,,TBA Agency,
ALX,,,North America,United Talent Agency - Beverly Hills,
ALX,,,North America,UTA,
Aly & AJ,"1,056","$20,170",Worldwide,ICM Partners,
Alyson Williams,,,non-exclusive,Universal Attractions Agency,
Alyssa Limperis,,,Worldwide,Gersh,
Amadou & Mariam,841,"$38,275",North America,International Music Network,
Amanda Anne Platt & The Honeycutters,144,"$2,870",North America,Mongrel Music,
Amanda Giese,,,Worldwide,Gersh,
Amanda Krieg Thomas,,,Worldwide,WME,
Amanda Lindsey Cook,408,"$10,234",North America,WME,
Amanda Palmer,945,"$36,411","Europe, United Kingdom",Sound Talent Group,
Amanda Palmer,945,"$36,411",North America,High Road Touring,
Amanda Reifer,,,Worldwide,ICM Partners,
Amanda Seales,"1,257","$40,849",North America,ICM Partners,
Amanda Shires,289,"$8,044",North America,WME,
Amanda Tenfjord,,,Worldwide ex. North America,UTA,
Amara La Negra,,,Worldwide,United Talent Agency - Beverly Hills,
Amara La Negra,,,Worldwide,UTA,
Amaranthe,"1,386","$59,633",North America,Sound Talent Group,
Amarionette,,,United States,Dynamic Talent International,
Amasha Hines,,,North America,WME,
Amason,,,"Asia, Australia",WME,
Amason,,,Europe,WME,
Amason,,,Worldwide,WME,
Ambar Lucid,,,North America,Paradigm - NYC,
Amber Coffman,,,North America,Paradigm - Nashville,
Amber Liu,,,Worldwide,United Talent Agency - Beverly Hills,
Amber Liu,,,Worldwide,UTA,
Amber Mark,170,"$2,327",Worldwide,Creative Artists Agency (Music),Los Angeles
Amber Riley,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Ambjaay,,,Worldwide,APA,
Ambrose Akinmusire,,,North America,Mint Talent Group,
Ambrosia,414,"$18,316",non-exclusive,Solaris Artists,
Ame,,,North America,Liaison Artists,
Amelia Lily,,,Worldwide,UTA,
Amen Dunes,426,"$7,902",North America,Paradigm - NYC,
Amen Dunes,426,"$7,902",North America,Paradigm - Berkley,
America,"1,686","$92,743",North America,APA,
America Part Two,,,North America,FATA Booking Agency,
America's Got Talent Live,"4,630","$579,240",North America,ICM Partners,
America's Greatest Game Show Featuring Erik Estrada,,,Worldwide,Universal Attractions Agency,
American Authors,394,"$9,869",Worldwide,Paradigm - NYC,
American Football,658,"$18,683","Europe, United Kingdom",UTA,
American Football ,,,,TBA Agency,
American Grim,,,United States,Dynamic Talent International,
American Hi-Fi,,,North America,APA,
American Idol Live,"1,319","$73,582",North America,United Talent Agency - Beverly Hills,
American Idol Live,"1,319","$73,582",North America,UTA,
American Nightmare,368,"$8,285",Worldwide,United Talent Agency - Beverly Hills,
American Nightmare,368,"$8,285",Worldwide,UTA,
American Pets,,,North America,Paradigm - Nashville,
American Pleasure Club,166,"$2,254",North America,APA,
American Sin,,,North America,TKO,
American Teeth,,,Worldwide,ICM Partners,
American Young,,,"United Kingdom, Europe",UTA,
American Young Voices,"5,610","$140,100",Worldwide,WME,
Amerigo Gazaway,,,Worldwide,United Talent Agency - Beverly Hills,
Amerigo Gazaway,,,Worldwide,UTA,
Ameriie,,,non-exclusive,Universal Attractions Agency,
Amigo The Devil,303,"$4,474","South America, Central America",WME,
Amine,,,"Asia, Australia",WME,
Amine,,,North America,WME,
Amir Blumenfeld,,,Worldwide,WME,
Amir Obe,,,Worldwide,United Talent Agency - Beverly Hills,
Amir Obe,,,Worldwide,UTA,
Ammoye,,,Worldwide,Red Entertainment Agency,
Amnesia Scanner,,,"North America, Central America, South America",Surefire Agency,
Amo Amo,,,North America,Paradigm - NYC,
Amon Amarth,"2,546","$111,921","North America, South America",Artist Group International,
Amorphis,"1,122","$39,766",North America,First Row Talent,
Amos Gill,,,North America,UTA - Comedy,
Amos Lee,"1,553","$88,812",North America,WME,
Amos Lee,"1,553","$88,812","Europe, United Kingdom, Asia, Australia",UTA,
Amp Live,452,"$10,986",North America,The Empire Agency,
Amtrac,500,"$20,000",North America,Paradigm - Berkley,
Amtrac,500,"$20,000",North America,Paradigm - Beverly Hills,
Amy Grant,"3,974","$223,065",Worldwide,Creative Artists Agency (Music),Los Angeles
Amy Guess,,,United States,Dynamic Talent International,
Amy Guess,,,United States,Dynamic Talent International,
Amy Helm,180,"$5,051",United States,New Frontier Touring,
Amy Helm,180,"$5,051",United States,New Frontier Touring,
Amy Lavere,16,$164,North America,Nine Mile Touring,
Amy Poehler,,,North America,WME,
Amy Ray,248,"$5,730",North America,High Road Touring,
Amy Ray Band,155,"$4,195",North America,High Road Touring,
Amy Schumer,"3,510","$320,462",North America,WME,
Amy Sedaris,,,non-exclusive,WME,
Amy Shark,"1,092","$39,827",United States,Paradigm - NYC,
Amy Shark,"1,092","$39,827",Canada,Paradigm - Toronto,
Amy Speace,83,"$1,325",North America,Fleming Artists,
Amy Stroup,5,$54,North America,WME,
Amy Winehouse Hologram,,,North America,Paradigm - Monterey,
Amyl And The Sniffers,439,"$6,314",North America,Panache Booking,
Amythyst Kiah,101,"$2,118",North America,Concerted Efforts,
An Amazing Rock Show,,,Worldwide,Utopia Artists / Mars Talent Agency (UAMT),
An Evening with John Travolta,,,Worldwide,ICM Partners,
An Evening with Whitney: The Whitney Houston Hologram Tour,"1,477","$97,706",North America,Paradigm - Monterey,
An Horse,104,"$1,395",North America,APA,
Ana Gasteyer,234,"$8,112",North America,Paradigm - NYC,
Ana Kasparian,,,Worldwide,Gersh,
Ana Moura,754,"$33,792",North America,International Music Network,
Ana Popovic,240,"$7,100",North America,Intrepid Artists Inc.,
Ana Sapphira,,,United States,Dynamic Talent International,
Ana Tijoux ,,,,TBA Agency,
Anabel Englund,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Anais Mitchell,267,"$6,843",North America,Crossover Touring,
Analog Son,,,Worldwide,United Talent Agency - Beverly Hills,
Analog Son,,,Worldwide,UTA,
Anamanaguchi,,,North America,APA,
Anarbor,67,$706,North America,FATA Booking Agency,
Anastacia,"1,673","$69,265",Worldwide,Creative Artists Agency (Music),Los Angeles
Anastasia Kristensen,,,North America,Surefire Agency,
Anat Cohen,253,"$11,178",Worldwide,International Music Network,
Anatomy,,,North America,Overrun Booking,
Anberlin,"1,129","$36,760",Worldwide,Artist Group International,
And So I Watch You From Afar,188,"$5,214",North America,New Frontier Touring,
And So I Watch You From Afar,188,"$5,214",North America,New Frontier Touring,
And That's Why We Drink,601,"$16,336",Worldwide,WME,
anders,,,North America,Paradigm - Toronto,
Anders Parker,,,North America,Nine Mile Touring,
Anderson .Paak,"4,780","$242,730",North America,Creative Artists Agency (Music),Los Angeles
Anderson East,688,"$13,289",North America,Paradigm - Nashville,
Andhim,,,"North America, South America",Liaison Artists,
Andra Day,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Andre Benjamin,,,Worldwide,WME,
Andre Power,,,Worldwide ex. North America,UTA,
Andre Power,,,North America,ICM Partners,
Andrea Motis,,,North America,International Music Network,
Andres,46,$511,United States,Dynamic Talent International,
Andres Cepeda,,,North America,The M.O.B. Agency,
Andres Levin,,,Worldwide,WME,
Andrew Bachelor,,,Worldwide,UTA - Comedy,
Andrew Bayer,762,"$20,845",North America,Paradigm - Beverly Hills,
Andrew Belle,379,"$8,374",North America,High Road Touring,
Andrew Bird,"1,953","$86,769","South America, Canada, United States, Mexico",Arrival Artists,
Andrew Cushin,,,Worldwide ex. North America,UTA,
Andrew Dice Clay,920,"$73,172",Worldwide,Artist Group International,
Andrew Duhon,155,"$1,978",North America,The Empire Agency,
Andrew Lloyd Webber,,,North America,United Talent Agency - Beverly Hills,
Andrew Lloyd Webber,,,North America,UTA,
Andrew Lopez,,,North America,UTA - Comedy,
Andrew Luce,,,Worldwide ex. UK/Europe,Paradigm - Beverly Hills,
Andrew McMahon in the Wilderness,"1,197","$44,118",North America,APA,
Andrew O'Neill,,,Worldwide,Sound Talent Group,
Andrew Rannells,,,North America,United Talent Agency - Beverly Hills,
Andrew Rannells,,,North America,UTA,
Andrew Santino,,,North America,UTA - Comedy,
Andrew Schulz,"1,011","$28,791",North America,Gersh,
Andrew Stockdale,,,North America,WME,
Andrew Strong,,,North America,Red Entertainment Agency,
Andrew W.K.,664,"$19,200",Asia,WME,
Andrew W.K.,664,"$19,200",Europe,WME,
Andrew W.K.,664,"$19,200",Worldwide ex. North America,WME,
Andrew W.K. ,,,,TBA Agency,
Andrew Weatherall,,,North America,Liaison Artists,
Andrew Wyatt,,,Worldwide,WME,
Andreya Triana,125,"$2,441","Europe, Asia",UTA,
Andy Allo,,,Worldwide,ICM Partners,
Andy Black,284,"$6,659",North America,Sound Talent Group,
Andy Borowitz,"1,662","$95,738",Worldwide,ICM Partners,
Andy C,,,North America,United Talent Agency - Beverly Hills,
Andy C,,,North America,UTA,
Andy Cabic,,,United States,High Road Touring,
Andy Daly,,,Worldwide,UTA - Comedy,
Andy Frasco & The U.N.,298,"$4,834","Asia, New Zealand, United States, Australia, Canada, Mexico, South America",Arrival Artists,
Andy Garcia + Cineson All Stars,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Andy Grammer,"1,117","$39,866",North America,Creative Artists Agency (Music),Los Angeles
Andy Hull,,,North America,APA,
Andy Jackson,,,North America,APA,
Andy McKee,127,"$3,195",Worldwide,The Kurland Agency,
Andy Mineo,"1,290","$34,913",North America,Paradigm - NYC,
Andy Samberg,,,Worldwide,UTA - Comedy,
Andy Stott,663,"$16,815",Central America,Surefire Agency,
Ane Diaz,,,North America,Inland Empire Touring,
Angel & Dren,,,Worldwide,United Talent Agency - Beverly Hills,
Angel & Dren,,,Worldwide,UTA,
Angel Du$t,267,"$5,083",Worldwide,United Talent Agency - Beverly Hills,
Angel Du$t,267,"$5,083",Worldwide,UTA,
Angel Haze,,,North America,Mint Talent Group,
Angel Olsen,"1,477","$46,435",Worldwide ex. UK/Europe,Ground Control Touring,
Angela Bowie,,,North America,TKO,
Angele,"7,290","$243,329",North America,United Talent Agency - Beverly Hills,
Angele,"7,290","$243,329",North America,UTA,
Angelica Garcia,,,United States,High Road Touring,
Angelique Kidjo,"1,278","$59,835",North America,Partisan Arts,
Angelo De Augustine ,,,,TBA Agency,
Angels & Airwaves,"1,328","$51,342",North America,APA,
Angels Of Light,,,Worldwide,Leafy Green Booking,
Angie Keilhauer,,,North America,United Talent Agency - Beverly Hills,
Angie Keilhauer,,,North America,UTA,
Angie McMahon,499,"$8,113",Australia,WME,
Angie McMahon,499,"$8,113","Australia, Asia",WME,
Angie Rose,,,Worldwide,WME,
Angie Stone,480,"$24,909",non-exclusive,Universal Attractions Agency,
Angry Samoans,,,North America,Covert Booking,
Angus & Julia Stone,"3,788","$207,366",Australia,WME,
Angus & Julia Stone,"3,788","$207,366","South America, North America",WME,
Angus Stone,,,North America,WME,
Ani DiFranco,665,"$27,623",Worldwide ex. UK/Europe,Ground Control Touring,
Animal Collective,"1,203","$41,718","Japan, South America, Australia, Asia, North America",Paradigm - Berkley,
Animal Requiem,,,North America,Paradigm - NYC,
Animal Requiem,,,North America,Paradigm - Beverly Hills,
Animal Requiem,,,North America,ICM Partners,
Animal Years,281,"$3,016",North America,Paradigm - Nashville,
Animals As Leaders,619,"$16,492",North America,Sound Talent Group,
Animaniacs in Concert,,,Worldwide,ICM Partners,
ANIME,,,,Corson Agency,
Animotion,,,North America,Skyline Artists Agency,
Anita Baker,"6,229","$632,889",Worldwide,Creative Artists Agency (Music),Los Angeles
Anitta,"2,776","$77,716","Australia, Asia",WME,
Anitta,"2,776","$77,716",North America,WME,
Anja Schneider,,,"North America, South America",Liaison Artists,
Anjelah Johnson,"1,497","$68,214",Worldwide,UTA - Comedy,
Anjunadeep,"2,858","$51,953",North America,Paradigm - Beverly Hills,
Ann Marie,174,"$3,286",Worldwide,MAC Agency,
Ann Wilson,"1,366","$64,068",Worldwide,Creative Artists Agency (Music),Los Angeles
